path,reference,hypothesis,reference_norm,hypothesis_norm,wer,cer
074_Галимова Азалия.alignment_0004.wav,"Аҡ ҡояш нур ептәрен һуҙған да ергә нур һибә, Нурлы ептәрҙән ағып, моңло күңелгә йыр килә.","Аҡ ҡояш нур ептәрен ҡуҙған да, ергә нур һибә, нурлы ептәрҙең ағып, мунлы күнелгә ер килә.",аҡ ҡояш нур ептәрен һуҙған да ергә нур һибә нурлы ептәрҙән ағып моңло күңелгә йыр килә,аҡ ҡояш нур ептәрен ҡуҙған да ергә нур һибә нурлы ептәрҙең ағып мунлы күнелгә ер килә,0.3125,0.10465116279069768
074_Галимова Азалия.alignment_0005.wav,"Йырлай башлайым, шунда һалҡын ел иҫеп, йырҙы киҫә, Ай, уҫал ел ҡырҙағы бар йәмде, бар моңдо киҫә.","Йырлай башлайым, шунда һалҡым ел иҫеп, йырҙы киҫә, Ай, усал ел, кырҙағы бар, йәмде, бармыңды киҫә.",йырлай башлайым шунда һалҡын ел иҫеп йырҙы киҫә ай уҫал ел ҡырҙағы бар йәмде бар моңдо киҫә,йырлай башлайым шунда һалҡым ел иҫеп йырҙы киҫә ай усал ел кырҙағы бар йәмде бармыңды киҫә,0.29411764705882354,0.06593406593406594
043_Залилова Гульдар.alignment_0001.wav,"Ап-аҡ алтын йырҙарымды Йырламайым данлыҡ өсөн; Йырлаймын алтын илем өсөн, Үҙ туған халҡым өсөн.","Ап-аҡ алтын йырҙарымды йырламайым данлыҡ өсөн, йырлайым алтын илем өсөн, уҙ туған, һалҡым өсөн.",ап аҡ алтын йырҙарымды йырламайым данлыҡ өсөн йырлаймын алтын илем өсөн үҙ туған халҡым өсөн,ап аҡ алтын йырҙарымды йырламайым данлыҡ өсөн йырлайым алтын илем өсөн уҙ туған һалҡым өсөн,0.2,0.043478260869565216
043_Залилова Гульдар.alignment_0002.wav,Саф көмөштәй йырҙарымды Йырламайым алтын өсөн; Йырлайым тик саф көмөштәй Саф йөрәк халҡым өсөн.,"Саф кемештәй йырҙарымды йырламайым алтын өсөн, йырлайым, тик саф кемештәй, Сафираҡ, халҡым өсөн.",саф көмөштәй йырҙарымды йырламайым алтын өсөн йырлайым тик саф көмөштәй саф йөрәк халҡым өсөн,саф кемештәй йырҙарымды йырламайым алтын өсөн йырлайым тик саф кемештәй сафираҡ халҡым өсөн,0.2857142857142857,0.0967741935483871
043_Залилова Гульдар.alignment_0003.wav,"Сәскә төҫлө йырҙарымды Йырламайым зауҡым өсөн; Йырлайым тик сәскәләй Ҡыҙҙарға бай халҡым өсөн.х Дәртле ҡайнар йырҙарымды Йырламайым дәртем өсөн; Йырлайым тик мәңге шат, Дәртле, көләс халҡым өсөн.","Сәскә төҫлө йырҙарымды йырламайым, залҡым өсөн, йырлайым тик сәскәләй, ҡыҙарға бай, һалҡым өсөн, дәртле ҡайнар йырҙарымды йырламайым, дәртем өсөн, йырлайым тик мәңге шап, дәртле көләс, һалҡым өсөн.",сәскә төҫлө йырҙарымды йырламайым зауҡым өсөн йырлайым тик сәскәләй ҡыҙҙарға бай халҡым өсөн х дәртле ҡайнар йырҙарымды йырламайым дәртем өсөн йырлайым тик мәңге шат дәртле көләс халҡым өсөн,сәскә төҫлө йырҙарымды йырламайым залҡым өсөн йырлайым тик сәскәләй ҡыҙарға бай һалҡым өсөн дәртле ҡайнар йырҙарымды йырламайым дәртем өсөн йырлайым тик мәңге шап дәртле көләс һалҡым өсөн,0.21428571428571427,0.03684210526315789
043_Залилова Гульдар.alignment_0004.wav,"Иламайым мин көндәрем Һырғаҡ, һыуыҡ һалҡын өсөн; Илайым тик ярлы, меҫкен, Ҡыҙғаныс халҡым өсөн.","Иламайым мин көндәрен һырғаҡ, һыуыҡ һалҡын өсөн, илайым, тик ярлы меҫкен, ҡыҙғаныс һалҡым өсөн.",иламайым мин көндәрем һырғаҡ һыуыҡ һалҡын өсөн илайым тик ярлы меҫкен ҡыҙғаныс халҡым өсөн,иламайым мин көндәрен һырғаҡ һыуыҡ һалҡын өсөн илайым тик ярлы меҫкен ҡыҙғаныс һалҡым өсөн,0.14285714285714285,0.022222222222222223
043_Залилова Гульдар.alignment_0005.wav,"Йәш сағым, алтын сағым, Ялҡын сағым булһын фиҙа, Халҡым алдында минең Биргән таҙа антым өсөн.","Йәш сағым, алтын сағым, ялҡын сағым булһын, фиҙа, һалҡым алдында мине биргән таҙа антым өсөн.",йәш сағым алтын сағым ялҡын сағым булһын фиҙа халҡым алдында минең биргән таҙа антым өсөн,йәш сағым алтын сағым ялҡын сағым булһын фиҙа һалҡым алдында мине биргән таҙа антым өсөн,0.13333333333333333,0.02247191011235955
115_Кусмаева Рианна.alignment_0001.wav,"Ап-аҡ алтын йырҙарымды Йырламайым данлыҡ өсөн; Йырлаймын алтын илем өсөн, Үҙ туған халҡым өсөн.",— тип ҡулыҡтарға ҡарап ҡалған.,ап аҡ алтын йырҙарымды йырламайым данлыҡ өсөн йырлаймын алтын илем өсөн үҙ туған халҡым өсөн,тип ҡулыҡтарға ҡарап ҡалған,1.0,0.8260869565217391
115_Кусмаева Рианна.alignment_0002.wav,Саф көмөштәй йырҙарымды Йырламайым алтын өсөн; Йырлайым тик саф көмөштәй Саф йөрәк халҡым өсөн.,— тип һәйбәт һәйбәт һәйбәт һәйбәт.,саф көмөштәй йырҙарымды йырламайым алтын өсөн йырлайым тик саф көмөштәй саф йөрәк халҡым өсөн,тип һәйбәт һәйбәт һәйбәт һәйбәт,1.0,0.8602150537634409
115_Кусмаева Рианна.alignment_0003.wav,"Сәскә төҫлө йырҙарымды Йырламайым зауҡым өсөн; Йырлайым тик сәскәләй Ҡыҙҙарға бай халҡым өсөн.х Дәртле ҡайнар йырҙарымды Йырламайым дәртем өсөн; Йырлайым тик мәңге шат, Дәртле, көләс халҡым өсөн.","Үҙем өсөн, ап-аҡ алды-милалымды йылламайын, данлыҡ өсөн, илан тип, илем өсөн, өс түгән һалҡын.",сәскә төҫлө йырҙарымды йырламайым зауҡым өсөн йырлайым тик сәскәләй ҡыҙҙарға бай халҡым өсөн х дәртле ҡайнар йырҙарымды йырламайым дәртем өсөн йырлайым тик мәңге шат дәртле көләс халҡым өсөн,үҙем өсөн ап аҡ алды милалымды йылламайын данлыҡ өсөн илан тип илем өсөн өс түгән һалҡын,0.8928571428571429,0.7157894736842105
115_Кусмаева Рианна.alignment_0004.wav,"Иламайым мин көндәрем Һырғаҡ, һыуыҡ һалҡын өсөн; Илайым тик ярлы, меҫкен, Ҡыҙғаныс халҡым өсөн.",Беҙҙе канавалымды йылламайым дандыҡ остороно.,иламайым мин көндәрем һырғаҡ һыуыҡ һалҡын өсөн илайым тик ярлы меҫкен ҡыҙғаныс халҡым өсөн,беҙҙе канавалымды йылламайым дандыҡ остороно,1.0,0.8222222222222222
115_Кусмаева Рианна.alignment_0005.wav,"Йәш сағым, алтын сағым, Ялҡын сағым булһын фиҙа, Халҡым алдында минең Биргән таҙа антым өсөн.","Илантик мәғышан, бәлте күләс, хаҡым ысын.",йәш сағым алтын сағым ялҡын сағым булһын фиҙа халҡым алдында минең биргән таҙа антым өсөн,илантик мәғышан бәлте күләс хаҡым ысын,1.0,0.7865168539325843
112_Биккинина Ляйсан.alignment_0001.wav,"Ап-асыҡ тор һәр ваҡытта, әй китап, баҡһам һиңә, Ысын, асыл нигеҙле ерҙән күп белемдәр бир миңә!","Аҡ-асыҡ тыңһаң, ваҡытта, эй, китап, баҡһаң һиңә, эй, ысын, бир миңә.",ап асыҡ тор һәр ваҡытта әй китап баҡһам һиңә ысын асыл нигеҙле ерҙән күп белемдәр бир миңә,аҡ асыҡ тыңһаң ваҡытта эй китап баҡһаң һиңә эй ысын бир миңә,0.6470588235294118,0.4444444444444444
112_Биккинина Ляйсан.alignment_0002.wav,"Эй китап, мин аңраны төҙ юлға күндерһәнә, Мине баҫҡан йәһел утын һыу һибеп һүндерһәнә.","Әй, китап мин аңғыны, тәҙ юға һүн дәрһәнәм, мине баҫтыҡ, йәсәл үтәк, һалт һибәп, һүн дәрһәнәм.",эй китап мин аңраны төҙ юлға күндерһәнә мине баҫҡан йәһел утын һыу һибеп һүндерһәнә,әй китап мин аңғыны тәҙ юға һүн дәрһәнәм мине баҫтыҡ йәсәл үтәк һалт һибәп һүн дәрһәнәм,0.9285714285714286,0.2891566265060241
112_Биккинина Ляйсан.alignment_0003.wav,"Һин йыуатҡыс, һин уятҡыс, һин миңә ысын атам, Булмаһаң һин, мин һине һағынып ҡына сирләп ятам.","Һин уятҡыс, һин йылатҡыс, һин миңә ысыҡ атам, һин булмаһам, мин һалынып ҡына серәп ятам.",һин йыуатҡыс һин уятҡыс һин миңә ысын атам булмаһаң һин мин һине һағынып ҡына сирләп ятам,һин уятҡыс һин йылатҡыс һин миңә ысыҡ атам һин булмаһам мин һалынып ҡына серәп ятам,0.5,0.2808988764044944
112_Биккинина Ляйсан.alignment_0004.wav,"Эй китабым, эй китап, миңә ҡыл һин хитап, Һин генә башымдағы сүп-сарҙы алырһың утап.","Эй китабы, эй китаб, мякҡаһың хитаб, һин генә башыңдағы сүп-сағыҙы алырға үтә.",эй китабым эй китап миңә ҡыл һин хитап һин генә башымдағы сүп сарҙы алырһың утап,эй китабы эй китаб мякҡаһың хитаб һин генә башыңдағы сүп сағыҙы алырға үтә,0.6666666666666666,0.2625
